1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.2.1.,1.2.2,1.2.3,1.2.4,1.2.5,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,3.1.1,3.1.2,3.1.3,3.1.4,3.1.5,3.2.1,3.2.2,3.2.3,3.2.4,3.2.5,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,4.1.1,4.1.2,4.1.3,4.1.4,4.1.5,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.3.1,4.3.2,4.3.3,4.3.4,4.3.5,5.1.1,5.1.2,5.1.3,5.1.4,5.1.5,"5.2,1",5.2.2,5.2.3,5.2.4,5.2.5,5.3.1,5.3.2,5.3.3,5.3.4,5.3.5,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,2.5,3.1,3.2,3.3,3.4,3.5,4.1,4.2,4.3,4.4,4.5,5.1,5.2,5.3,5.4,5.5
5,2,3,4,1,4,5,3,2,1,5,3,4,2,1,3,2,5,4,1,5,3,4,2,1,2,3,5,4,1,4,5,2,3,1,3,4,2,5,1,4,5,3,2,1,5,2,4,3,1,5,4,2,1,3,4,3,2,1,5,5,1,4,2,3,5,1,3,2,4,5,1,3,4,2,20,10,9,8,1,15,6,20,8,1,12,20,4,15,1,25,8,8,3,3,25,1,12,4,12
3,4,5,1,2,1,5,4,3,2,5,2,1,3,4,2,3,1,4,5,3,5,1,2,4,4,1,5,3,2,5,4,3,2,1,2,4,3,5,1,3,1,5,2,4,1,2,3,4,5,1,5,2,3,4,4,2,1,3,5,1,5,4,3,2,2,5,4,3,1,2,4,5,3,1,3,20,20,3,4,6,15,1,8,20,10,16,9,10,1,1,10,6,12,20,2,25,16,9,2
5,4,3,1,2,5,3,4,1,2,4,2,3,5,1,3,2,1,4,5,4,2,1,5,3,2,1,3,5,4,2,4,3,5,1,3,4,1,5,2,4,2,3,1,5,2,3,4,5,1,2,4,3,5,1,2,5,1,4,3,3,2,4,5,1,4,2,3,5,1,1,2,4,5,3,25,12,12,1,4,12,4,1,20,15,6,16,3,25,2,4,12,12,25,1,12,4,12,25,1
3,5,4,2,1,4,1,2,3,5,3,5,1,2,4,5,1,2,3,4,4,2,3,1,5,2,5,3,4,1,4,2,3,5,1,3,2,4,1,5,4,5,1,3,2,1,5,2,4,3,5,3,1,2,4,1,4,2,3,5,2,1,4,5,3,2,5,3,1,4,1,5,4,2,3,12,5,8,6,5,20,2,6,3,20,12,4,12,5,5,5,15,2,8,12,4,5,12,5,12
1,2,4,3,5,1,4,3,2,5,1,3,2,5,4,1,3,4,2,5,1,3,4,2,5,1,2,3,4,5,1,3,2,5,4,1,2,3,4,5,1,2,4,3,5,1,3,4,2,5,1,3,4,2,5,5,3,2,1,4,5,2,4,3,1,1,2,3,4,5,1,2,3,4,5,1,8,12,6,25,1,9,16,4,25,1,6,6,20,20,1,9,16,4,25,5,4,12,12,5
3,5,4,2,1,3,5,4,2,1,3,5,4,2,1,3,2,4,1,5,2,3,5,1,4,4,3,2,5,1,5,3,1,4,2,5,4,1,3,2,3,4,5,2,1,5,2,1,3,4,5,2,1,3,4,5,2,1,3,4,5,4,1,2,3,5,4,2,1,3,5,4,1,2,3,9,25,16,4,1,6,6,20,1,20,25,12,1,12,4,25,4,1,9,16,25,16,2,2,9
3,4,5,1,2,1,4,5,2,3,2,4,5,1,3,4,3,2,1,5,3,4,2,1,5,3,4,5,2,1,5,3,2,4,1,5,4,1,3,2,5,4,3,2,1,5,3,2,1,4,5,4,2,1,3,5,4,3,1,2,5,1,4,2,3,5,1,4,2,3,5,1,4,3,2,3,16,25,2,6,12,12,4,1,25,25,12,2,12,2,25,12,4,1,12,25,1,16,4,9
2,5,4,3,1,4,5,2,3,1,2,1,4,3,5,2,1,3,5,4,2,1,3,4,5,2,1,3,4,5,2,4,3,5,1,4,2,1,5,3,3,1,5,2,4,1,5,4,2,3,5,4,1,3,2,1,4,3,5,2,2,1,3,4,5,2,1,3,4,5,2,1,3,4,5,8,25,8,9,1,4,1,9,20,20,8,8,3,25,3,5,20,4,6,6,4,1,9,16,25
4,5,3,2,1,5,4,3,2,1,3,4,5,2,1,5,4,1,2,3,5,4,3,2,1,5,1,2,3,4,5,3,4,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,3,4,2,1,5,3,4,2,1,20,20,9,4,1,25,16,3,4,3,25,12,12,4,1,25,16,9,4,1,25,12,12,4,1
5,4,3,2,1,4,5,3,2,1,4,1,5,3,2,4,5,3,2,1,5,4,3,2,1,2,3,4,5,1,5,4,3,2,1,4,5,3,2,1,5,4,3,2,1,4,3,2,1,5,4,5,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,20,20,9,4,1,20,20,9,4,1,20,20,9,4,1,16,15,6,2,5,25,16,9,4,1
4,5,3,2,1,3,5,4,2,1,1,2,3,4,5,5,3,2,1,4,5,2,3,1,4,2,4,3,5,1,3,4,2,5,1,5,2,4,3,1,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,4,3,2,1,5,5,3,1,2,4,3,4,2,1,5,12,25,12,4,1,25,6,6,1,16,15,8,8,15,1,1,4,9,16,25,20,9,2,2,20
4,5,2,3,1,4,5,1,3,2,5,3,1,4,2,4,5,1,2,3,5,4,1,3,2,4,5,1,2,3,3,5,1,4,2,2,3,4,5,1,2,5,3,4,1,3,5,4,2,1,4,5,3,1,2,4,5,2,3,1,5,4,3,2,1,5,1,2,4,3,4,3,1,2,5,16,25,2,9,2,20,20,1,6,6,6,15,4,20,2,12,25,12,2,2,25,4,6,8,3
4,5,3,2,1,4,5,3,2,1,5,3,4,2,1,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,3,4,2,5,1,3,4,2,5,1,4,3,2,5,1,3,4,2,5,1,3,4,2,5,1,4,3,2,5,1,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,16,25,9,4,1,16,1,25,9,4,9,16,4,25,1,9,16,4,25,1,16,1,25,9,4
3,4,5,2,1,2,4,5,3,1,3,4,5,2,1,4,3,1,2,5,3,4,5,2,1,2,3,1,4,5,2,1,3,5,4,3,1,5,2,4,4,1,2,3,5,1,2,3,4,5,4,3,2,5,1,1,2,3,4,5,5,2,1,3,4,5,2,1,3,4,3,2,1,5,4,6,16,25,6,1,12,12,5,4,5,6,1,15,10,16,4,6,6,20,5,25,4,1,9,16
5,3,4,2,1,3,5,4,1,2,5,3,4,2,1,5,4,2,1,3,5,4,2,1,3,5,3,2,4,1,5,4,3,2,1,3,4,5,2,1,5,4,3,2,1,5,3,4,2,1,5,3,4,2,1,5,3,4,2,1,5,1,4,2,3,5,1,4,2,3,5,1,4,2,3,15,15,16,2,2,25,16,4,1,9,15,16,15,4,1,25,9,16,4,1,25,1,16,4,9
1,4,2,3,5,4,5,3,2,1,1,2,3,4,5,1,2,4,3,5,4,3,5,2,1,5,2,1,3,4,3,2,5,4,1,3,2,5,4,1,2,3,4,5,1,4,3,2,1,5,1,4,3,2,5,1,2,4,3,5,4,5,1,2,3,5,1,2,3,4,5,4,3,1,2,4,20,6,6,5,4,6,20,6,5,9,4,25,16,1,4,12,6,2,25,20,5,2,6,12
4,5,2,3,1,4,5,2,3,1,4,5,3,2,1,4,5,2,3,1,5,4,3,1,2,4,3,1,5,2,4,5,3,2,1,5,4,3,2,1,5,3,4,2,1,5,4,3,2,1,5,4,3,2,1,4,5,3,1,2,4,5,2,3,1,5,3,4,2,1,5,4,3,2,1,16,25,4,9,1,20,20,6,3,2,20,20,9,4,1,25,16,9,4,1,20,15,8,6,1
4,5,2,3,1,5,4,3,2,1,3,5,2,4,1,2,3,1,4,5,4,3,5,1,2,5,2,4,1,3,5,3,4,2,1,5,3,2,4,1,2,3,4,5,1,3,5,4,2,1,4,5,3,2,1,1,5,2,3,4,5,2,1,3,4,5,1,2,3,4,3,1,2,4,5,20,20,6,6,1,8,9,5,4,10,25,9,8,8,1,12,25,12,4,1,25,2,2,9,16
5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,2,1,3,4,5,2,1,3,4,5,2,1,3,4,4,5,2,3,1,4,5,2,3,1,4,5,2,3,1,3,4,2,5,1,3,4,2,5,1,3,4,2,5,1,4,3,5,2,1,4,3,5,2,1,4,3,5,2,1,25,16,9,4,1,25,4,1,9,16,16,25,4,9,1,9,16,4,25,1,16,9,25,4,1
5,4,3,1,2,5,4,3,2,1,4,5,3,2,1,5,2,4,1,3,5,4,3,2,1,5,4,3,2,1,5,4,2,3,1,4,5,3,2,1,4,5,1,3,2,4,2,1,3,5,5,1,2,3,4,5,1,2,4,3,5,1,2,3,4,5,1,2,4,3,5,1,2,4,3,25,16,9,2,2,25,8,12,2,3,20,20,6,6,1,20,2,2,9,20,25,1,4,12,12
1,3,5,4,2,1,5,3,4,2,1,2,5,4,3,5,3,1,2,4,3,4,1,2,5,3,4,1,2,5,5,4,3,2,1,5,4,3,2,1,1,2,4,3,5,1,2,3,4,5,1,3,2,4,5,1,2,3,4,5,5,3,4,2,1,5,2,4,3,1,5,1,3,4,2,1,15,15,16,4,15,12,1,4,20,25,16,9,4,1,1,6,6,16,25,25,6,16,6,1
3,4,5,2,1,2,4,5,1,3,3,2,4,1,5,3,1,4,2,5,3,2,4,1,5,2,1,4,5,3,3,2,5,4,1,2,4,3,5,1,5,2,1,4,3,2,3,1,4,5,2,3,1,4,5,5,3,2,1,4,5,1,3,2,4,3,2,4,1,5,4,5,2,3,1,6,16,25,2,3,9,2,16,2,25,6,8,15,20,1,4,9,1,16,25,15,2,12,2,20
5,4,3,2,1,4,5,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,2,1,4,3,5,4,2,3,1,5,4,2,3,1,4,5,1,3,2,1,2,3,4,5,1,2,3,5,4,1,2,3,4,5,1,2,5,4,3,1,2,5,4,3,2,1,5,4,3,20,20,9,4,1,25,16,9,4,1,25,16,4,9,1,1,4,9,20,20,1,4,25,16,9
3,5,4,2,1,4,5,3,2,1,1,2,3,4,5,4,3,1,2,5,4,3,2,1,5,1,2,3,4,5,3,4,2,5,1,5,2,3,4,1,1,2,3,4,5,2,3,1,4,5,5,2,3,4,1,2,3,1,4,5,3,4,5,2,1,5,4,3,2,1,1,2,3,4,5,12,25,12,4,1,16,9,2,2,25,15,8,6,20,1,10,6,3,16,5,15,16,15,4,1
5,4,3,1,2,3,4,5,2,1,2,3,5,4,1,5,3,2,4,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,2,3,1,5,4,2,3,1,1,2,3,4,5,1,3,2,4,5,5,4,3,2,1,4,1,3,5,2,5,1,4,3,2,4,1,5,3,2,15,16,15,2,2,25,12,6,8,1,25,16,6,6,1,1,6,6,16,25,20,1,12,15,4
3,5,4,2,1,3,5,1,2,4,2,1,3,4,5,4,2,1,3,5,4,3,2,1,5,2,3,4,5,1,2,5,3,4,1,3,4,2,5,1,3,1,4,2,5,2,3,4,1,5,5,4,2,1,3,5,3,4,2,1,4,3,1,2,5,5,3,1,2,4,4,3,5,1,2,9,25,4,4,4,16,6,2,3,25,6,20,6,20,1,10,12,8,1,15,20,9,1,4,20
1,2,5,4,3,2,5,4,3,1,5,4,3,2,1,5,4,3,1,2,5,3,2,1,4,1,3,2,4,5,5,2,3,4,1,5,4,3,2,1,2,1,3,4,5,1,2,3,4,5,1,2,3,5,4,1,2,3,4,5,5,4,3,2,1,5,2,3,4,1,5,1,2,3,4,2,10,20,12,3,25,12,6,1,8,25,8,9,8,1,1,4,9,20,20,25,8,9,8,1
3,4,5,2,1,2,3,4,5,1,2,3,4,1,5,4,3,2,1,5,2,1,4,3,5,1,4,5,3,2,5,4,2,3,1,5,4,3,2,1,3,2,5,4,1,1,5,4,2,3,4,1,2,3,5,1,2,3,4,5,2,5,4,3,1,5,4,3,2,1,5,1,2,4,3,6,12,20,10,1,8,3,8,3,25,25,16,6,6,1,4,5,8,6,15,10,20,12,6,1
4,3,2,5,1,4,5,3,2,1,3,4,2,5,1,4,3,1,5,2,4,5,3,2,1,4,1,2,5,3,5,4,3,2,1,5,4,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,5,4,3,2,1,5,2,4,3,1,4,2,3,1,5,5,4,3,2,1,16,15,6,10,1,16,15,3,10,2,25,16,9,4,1,16,25,9,4,1,20,4,12,3,5
1,5,4,3,2,1,4,5,3,2,1,5,3,2,4,5,2,3,4,1,5,3,2,4,1,3,4,2,5,1,4,5,2,3,1,4,5,2,3,1,3,2,5,4,1,5,2,1,4,3,5,2,1,3,4,3,2,5,1,4,5,2,3,4,1,5,3,2,4,1,3,2,1,4,5,1,20,20,9,4,25,6,6,16,1,16,25,4,9,1,25,4,1,12,12,25,6,6,16,1
3,5,4,2,1,3,5,4,2,1,3,5,4,2,1,5,2,3,1,4,5,2,3,1,4,5,2,3,1,4,3,1,2,4,5,3,1,2,4,5,4,1,5,2,3,4,2,1,3,5,5,2,1,3,4,5,2,1,3,4,5,1,3,4,2,5,4,3,1,2,5,1,2,4,3,9,25,16,4,1,25,4,9,1,16,9,1,4,16,25,20,4,1,9,20,25,4,9,4,4
2,3,1,4,5,1,2,3,4,5,1,2,3,4,5,3,2,4,1,5,2,3,4,1,5,4,5,2,3,1,5,3,4,2,1,2,1,3,4,5,5,4,3,2,1,3,1,2,4,5,3,2,1,4,5,3,4,5,2,1,4,2,3,1,5,2,4,3,5,1,2,3,4,5,1,2,6,3,16,25,6,6,16,1,25,10,3,12,8,5,9,2,2,16,25,8,8,9,5,5
1,2,5,4,3,1,2,4,5,3,1,3,5,4,2,1,2,3,4,5,1,2,3,4,5,3,4,5,2,1,2,3,1,5,4,1,2,3,5,4,5,4,3,1,2,1,2,3,4,5,5,4,2,3,1,4,3,5,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,1,4,20,20,9,1,4,9,16,25,2,6,3,25,16,5,8,6,12,5,25,16,9,4,1
5,4,3,2,1,2,5,4,1,3,3,5,4,2,1,4,3,2,1,5,4,2,3,1,5,4,2,1,3,5,4,5,1,2,3,4,5,2,3,1,3,5,4,1,2,2,1,3,4,5,2,1,3,5,4,4,2,3,1,5,4,5,3,2,1,1,5,4,3,2,4,5,3,1,2,10,20,12,2,3,16,6,6,1,25,16,25,2,6,3,4,1,9,20,20,4,25,12,6,2
2,5,4,1,3,2,5,4,1,3,1,2,3,4,5,2,4,5,3,1,2,4,5,3,1,2,4,5,3,1,4,1,5,2,3,4,1,5,2,3,4,1,3,2,5,5,2,3,4,1,5,2,3,4,1,5,2,1,4,3,5,4,3,2,1,5,4,3,2,1,2,4,3,5,1,4,25,16,1,9,4,16,25,9,1,16,1,25,4,9,25,4,9,16,1,25,16,9,4,1
2,4,5,3,1,1,2,4,5,3,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,2,3,4,1,5,4,5,3,2,1,4,5,2,3,1,4,5,2,3,1,1,2,3,4,5,1,2,3,4,5,4,3,2,5,1,5,2,1,3,4,3,2,1,4,5,3,1,2,4,5,2,8,20,15,3,1,4,9,16,25,16,25,6,6,1,1,4,9,16,25,15,4,1,12,20
4,3,5,2,1,5,4,3,2,1,1,2,4,3,5,3,4,5,2,1,5,4,1,2,3,4,3,5,2,1,3,5,1,2,4,2,1,3,5,4,5,1,4,3,2,4,5,3,1,2,3,2,4,1,5,4,3,1,2,5,3,4,5,1,2,2,1,3,4,5,1,3,5,4,2,20,12,15,4,1,15,16,5,4,3,6,5,3,10,16,12,10,12,1,10,6,4,15,4,10
3,1,2,4,5,3,4,2,5,1,5,4,3,1,2,5,3,2,1,4,4,1,3,2,5,2,3,4,5,1,4,5,2,3,1,4,5,3,2,1,5,1,4,3,2,1,2,3,4,5,5,4,3,2,1,5,1,2,4,3,1,2,5,3,4,5,2,1,4,3,5,1,3,2,4,9,4,4,20,5,20,3,6,2,20,16,25,6,6,1,5,8,9,8,5,5,4,5,12,12
1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25
3,2,4,1,5,3,5,2,1,4,3,2,4,1,5,4,3,2,1,5,1,4,2,5,3,1,2,4,3,5,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,5,3,1,2,4,2,4,5,1,3,5,4,3,2,1,5,4,1,2,3,5,4,3,2,1,1,2,3,4,5,9,10,8,1,20,4,12,4,5,15,5,8,9,8,5,10,12,5,2,12,25,16,3,4,3
4,3,2,5,1,4,3,2,5,1,4,3,2,5,1,5,3,2,4,1,5,3,2,4,1,5,3,4,2,1,5,4,3,1,2,5,4,1,3,2,5,3,4,2,1,3,5,4,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,3,5,1,2,16,9,4,25,1,25,9,4,16,1,25,16,3,3,4,12,25,12,4,1,16,25,9,4,1
5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,25,16,9,4,1,25,16,9,4,1,25,16,9,4,1,25,16,9,4,1,25,16,9,4,1
3,5,2,4,1,4,2,5,1,3,5,3,4,2,1,5,4,1,3,2,5,3,2,4,1,1,4,3,2,5,5,4,3,2,1,1,3,4,2,5,5,4,3,1,2,5,4,3,2,1,4,3,5,2,1,5,3,4,2,1,1,2,3,5,4,2,3,4,1,5,3,4,5,2,1,12,10,10,4,3,25,12,2,12,2,5,12,12,4,5,20,12,15,4,1,2,6,12,5,20
3,4,2,1,5,3,4,2,1,5,3,4,2,1,5,5,2,1,3,4,4,5,1,3,2,2,1,3,4,5,4,5,3,2,1,4,5,3,2,1,5,1,4,3,2,2,3,4,1,5,3,2,4,1,5,2,1,4,5,3,5,1,4,3,2,5,4,3,2,1,5,4,3,2,1,9,16,4,1,25,20,10,1,9,8,16,25,9,4,1,6,6,16,1,25,25,4,12,6,2
5,4,3,2,1,5,4,1,3,2,5,4,1,2,3,5,3,1,2,4,4,5,1,2,3,5,4,2,1,3,4,5,3,2,1,5,4,3,2,1,5,3,4,2,1,5,4,3,2,1,4,5,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,25,16,3,6,2,20,15,1,4,12,20,20,9,4,1,20,20,9,4,1,25,16,9,4,1
1,2,3,5,4,1,3,2,5,4,1,5,3,2,4,4,1,2,3,5,1,2,3,4,5,5,4,3,2,1,5,3,1,2,4,1,4,3,2,5,3,2,1,4,5,2,1,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,6,6,25,16,4,2,6,12,25,5,12,3,4,20,2,2,9,16,25,1,4,9,16,25
5,3,4,2,1,1,2,3,4,5,4,3,2,1,5,5,1,2,4,3,4,3,2,5,1,3,2,1,4,5,3,2,5,4,1,1,2,5,4,3,1,2,5,4,3,2,4,3,5,1,1,2,3,5,4,4,3,1,5,2,5,1,2,3,4,5,1,4,3,2,4,5,3,2,1,5,6,12,8,5,20,3,4,20,3,3,4,25,16,3,2,8,9,25,4,25,1,8,9,8
1,2,5,4,3,1,4,5,3,2,3,4,5,2,1,5,4,3,1,2,5,4,3,2,1,3,5,4,1,2,4,5,2,3,1,4,5,2,3,1,4,5,2,3,1,1,2,3,5,4,1,3,4,5,2,3,2,5,4,1,1,2,5,4,3,2,1,5,4,3,2,3,5,4,1,1,8,25,12,6,25,16,9,2,2,16,25,4,9,1,1,6,12,25,8,2,2,25,16,9
4,5,1,3,2,4,5,1,3,2,2,1,5,3,4,5,2,1,4,3,5,2,1,4,3,1,4,5,2,3,1,5,3,4,2,1,5,3,4,2,5,1,3,2,4,5,4,3,2,1,5,4,3,2,1,1,2,3,4,5,5,1,2,3,4,5,1,2,3,4,1,5,4,3,2,16,25,1,9,4,25,4,1,16,9,1,25,9,16,4,25,16,9,4,1,25,1,4,9,16
1,5,4,2,3,3,5,4,1,2,4,3,5,2,1,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,1,2,3,4,5,5,4,3,2,1,4,3,5,2,1,1,2,3,4,5,5,4,3,2,1,5,4,3,2,1,1,2,3,4,5,3,25,16,2,6,1,4,9,16,25,25,16,9,4,1,20,12,15,4,1,25,16,9,4,1
1,2,5,3,4,4,1,3,2,5,4,2,3,1,5,4,2,5,1,3,1,2,5,3,4,1,2,5,3,4,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,1,3,4,5,1,2,3,4,5,1,2,3,4,5,5,3,1,2,4,1,2,3,4,5,1,2,3,4,5,4,2,15,6,20,4,4,25,3,12,4,9,16,25,1,2,2,9,16,25,5,6,3,8,20
2,3,4,1,5,4,5,1,3,2,1,2,3,5,4,4,3,5,2,1,5,1,3,4,2,1,5,2,3,4,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,4,3,10,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
3,2,4,1,5,1,3,2,4,5,2,3,1,4,5,4,2,1,3,5,3,2,4,1,5,4,2,1,3,5,4,5,2,3,1,1,5,3,4,2,1,2,3,5,4,2,3,1,4,5,2,1,3,4,5,3,2,5,4,1,4,1,3,2,5,4,3,2,1,5,4,1,5,3,2,3,6,8,4,25,12,4,4,3,25,4,25,6,12,2,4,3,3,16,25,16,3,6,2,25
2,3,5,4,1,2,3,5,4,1,3,4,5,2,1,5,1,4,3,2,5,1,4,3,2,3,4,5,2,1,5,4,1,3,2,4,3,5,2,1,4,3,5,2,1,1,4,5,2,3,5,1,2,4,3,1,3,2,5,4,5,4,3,2,1,5,3,2,4,1,5,1,4,3,2,4,9,25,16,1,25,1,16,9,4,20,12,5,6,2,5,4,10,8,9,25,12,6,8,1
4,5,3,2,1,5,4,3,2,1,3,4,5,2,1,4,1,3,2,5,2,1,3,5,4,2,1,3,4,5,4,5,3,2,1,5,4,3,2,1,5,4,3,2,1,4,5,1,3,2,3,5,2,4,1,3,5,2,4,1,5,1,4,3,2,5,1,4,3,2,5,1,4,3,2,20,20,9,4,1,8,1,9,10,20,20,20,9,4,1,12,25,2,12,2,25,1,16,9,4
5,4,2,3,1,4,5,2,3,1,3,2,1,4,5,1,3,4,2,5,3,4,2,1,5,2,1,4,3,5,3,5,4,2,1,4,5,2,3,1,3,4,2,5,1,3,2,5,1,4,4,3,5,1,2,5,3,4,1,2,5,3,1,2,4,5,1,3,2,4,2,4,5,3,1,20,20,4,9,1,3,12,8,2,25,12,25,8,6,1,12,6,25,1,8,25,3,3,4,16
4,5,2,3,1,5,4,3,2,1,2,3,4,5,1,1,4,5,3,2,4,1,5,2,3,1,3,5,2,4,2,3,4,5,1,1,3,4,5,2,1,2,4,5,3,1,4,2,3,5,1,5,4,2,3,1,5,4,2,3,5,2,3,4,1,5,3,2,4,1,5,2,3,4,1,20,20,6,6,1,4,4,25,6,6,2,9,16,25,2,1,20,8,6,15,25,6,6,16,1
3,4,5,2,1,3,4,5,2,1,4,3,5,2,1,4,2,3,1,5,4,2,3,1,5,4,2,3,1,5,5,4,3,2,1,5,4,3,2,1,4,5,3,2,1,1,3,2,5,4,1,4,3,5,2,2,4,3,5,1,4,2,5,3,1,5,3,4,2,1,5,3,4,2,1,9,16,25,4,1,16,4,9,1,25,25,16,9,4,1,1,12,6,25,8,20,6,20,6,1
5,2,4,1,3,4,5,3,2,1,5,4,3,2,1,5,4,3,2,1,4,5,3,2,1,5,4,3,2,1,2,5,4,3,1,5,4,3,2,1,5,4,3,1,2,2,3,1,4,5,5,4,3,2,1,4,5,3,2,1,2,5,4,3,1,5,4,3,2,1,5,4,3,2,1,20,10,12,2,3,20,20,9,4,1,10,20,12,6,1,10,12,3,8,5,10,20,12,6,1
1,4,3,5,2,5,4,1,3,2,2,5,4,3,1,4,2,3,1,5,5,1,3,2,4,3,2,4,5,1,2,5,4,3,1,4,5,3,2,1,3,1,4,2,5,3,2,5,4,1,4,3,2,1,5,3,4,2,5,1,5,2,4,3,1,4,1,2,5,3,3,1,4,5,2,5,16,3,15,4,20,2,9,2,20,8,25,12,6,1,12,6,10,4,5,20,2,8,15,3
5,4,3,2,1,5,2,1,4,3,4,2,5,3,1,5,2,4,3,1,5,1,3,4,2,5,2,4,3,1,4,3,2,5,1,5,4,2,3,1,5,3,4,2,1,4,5,3,1,2,5,3,4,1,2,1,5,2,4,3,5,1,3,2,4,5,3,2,1,4,1,3,5,4,2,25,8,3,8,3,25,2,12,12,2,20,12,4,15,1,20,15,12,1,4,25,3,6,2,16
3,5,4,2,1,4,5,3,2,1,3,5,4,2,1,5,1,2,3,4,5,3,1,2,4,5,1,2,3,4,5,4,3,1,2,5,4,3,1,2,5,4,1,2,3,5,1,2,3,4,3,1,5,2,4,3,1,5,2,4,4,3,5,1,2,4,3,5,1,2,4,3,5,1,2,12,25,12,4,1,25,3,2,6,16,25,16,9,1,4,15,1,10,6,16,16,9,25,1,4
2,4,5,3,1,2,4,5,3,1,4,3,1,2,5,4,1,2,3,5,2,1,3,4,5,5,1,2,3,4,5,4,1,2,3,4,5,1,3,2,4,3,2,1,5,2,1,3,4,5,3,1,2,4,5,3,5,4,2,1,5,2,4,1,3,5,2,3,4,1,3,2,4,5,1,4,16,25,9,1,8,1,6,12,25,20,20,1,6,6,6,1,6,16,25,25,4,12,4,3
3,5,4,2,1,3,5,4,2,1,5,4,3,2,1,3,1,4,5,2,5,1,3,2,4,5,4,3,1,2,5,4,1,2,3,5,2,1,4,3,2,4,5,3,1,5,4,2,1,3,5,4,2,1,3,5,4,3,2,1,5,2,3,1,4,5,3,2,1,4,1,3,5,2,4,9,25,16,4,1,15,1,12,10,8,25,8,1,8,9,25,16,4,1,9,25,6,6,1,16
2,4,5,1,3,2,4,5,1,3,3,2,1,4,5,2,1,4,3,5,3,2,1,4,5,5,3,1,2,4,3,5,2,4,1,4,5,3,2,1,2,3,5,4,1,3,2,1,5,4,5,1,3,2,4,4,3,2,1,5,5,2,4,1,3,5,1,4,2,3,5,2,3,4,1,4,16,25,1,9,6,2,4,12,25,12,25,6,8,1,15,2,3,10,16,25,2,16,2,9
2,5,4,3,1,3,2,1,5,4,3,4,5,1,2,5,2,3,4,1,5,1,2,3,4,3,2,1,4,5,1,5,2,4,3,2,3,1,5,4,5,3,4,1,2,5,4,3,2,1,5,3,1,2,4,3,2,5,4,1,5,2,1,4,3,5,1,2,3,4,1,2,4,5,3,6,10,4,15,4,25,2,6,12,4,2,15,2,20,12,25,12,3,4,4,25,2,2,12,12
4,5,3,2,1,4,5,1,2,3,3,5,4,2,1,5,4,1,2,3,4,2,1,3,5,3,5,4,2,1,4,5,2,3,1,2,3,1,5,4,4,1,5,3,2,5,4,1,2,3,5,4,3,1,2,3,1,2,5,4,5,4,2,3,1,5,4,2,3,1,3,1,5,2,4,16,25,3,4,3,20,8,1,6,15,8,15,2,15,4,25,16,3,2,6,25,16,4,9,1
